TEAM,NATIONALITY,POSITION,AGE,POTENTIAL,NAME
CFR Cluj ,Romania,Delantero|Mediocampista lateral,20,Bueno,Razvan Andronic
Clubul Sportiv Gaz Metan Media? ,Romania,Defensa lateral (lateral derecha),22,Bueno,Razvan Trif
KV Mechelen ,Belgium,Portero,20,Bueno,Sofiane Bouzian
Empoli ,Italy,Delantero|Delantero central|Extremo (Extremo izquierdo),20,Bueno,Davide Merola
Oita Trinita ,Japan,Defensa central|Extremo|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),19,Bueno,Keita Takahata
Atlético Huila ,Colombia,Mediocampista lateral,20,Bueno,Jhon Córdoba
En Avant Guingamp ,France,Defensa central,19,Bueno,Yohan Baret
LA Galaxy ,United States,Delantero,22,Bueno,Ethan Zubak
Deportivo Cali ,Colombia,Mediocampista lateral,18,Bueno,Andrés Arroyo
Lokomotiv Moscow ,Russia,Mediocampista lateral|Mediocampista central,21,Bueno,Dmitriy Rybchinskiy
SSV Jahn Regensburg ,Germany,Defensa lateral|Mediocampista lateral,22,Bueno,Nicolas Wähling
FK Bodø/Glimt ,Nigeria,Delantero,19,Bueno,Victor Boniface
SC Heerenveen ,Sweden,Mediocampista ofensivo,18,Bueno,Rami Hajal
Bury ,England,Defensa central,34,Regular,Oliver Gastrell
Bury ,England,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),26,Bueno,Alfie Monksfield
Bury ,England,Delantero,28,Regular,Paul O'Vich
Bury ,England,Mediocampista central,23,Bueno,Jordan Murtin
Patronato ,Argentina,Delantero,20,Bueno,José Barreto
Philadelphia Union ,United States,Portero,21,Bueno,Matt Freese
OGC Nice ,France,Mediocampista defensivo|Mediocampista central,20,Bueno,Paul Wade
Orlando City Soccer Club ,Colombia,Delantero,23,Bueno,Santiago Patiño
Tromsø IL ,Costa Rica,Delantero,22,Bueno,Brayan Rojas
SønderjyskE ,Serbia,Portero,29,Bueno,Nikola Mirkovic
KSV Cercle Brugge ,Mali,Defensa lateral (lateral derecha)|Mediocampista defensivo,19,Bueno,Aldom Deuro
Once Caldas ,Colombia,Defensa lateral,22,Bueno,Carlos Pájaro
Chamois Niortais Football Club ,Ivory Coast,Delantero,28,Regular,Zoumana Koné
Bury ,England,Portero,27,Bueno,Benjamin McDriscoll
Forest Green Rovers ,England,Lateral (lateral izquierdo)|Defensa central|Extremo (Extremo derecho),20,Bueno,Udoka Godwin-Malife
Ranheim Fotball ,Spain,Mediocampista central|Mediocampista ofensivo,25,Bueno,Adrià López
Shamrock Rovers ,Republic of Ireland,Defensa central,21,Bueno,Liam Scales
Argentinos Juniors ,Argentina,Defensa central,21,Bueno,Maximiliano Centurión
Empoli ,Italy,Delantero|Extremo (Extremo izquierdo),20,Bueno,Kevin Cannavò
Curicó Unido ,Chile,Defensa lateral|Defensa lateral (lateral derecha),23,Bueno,Jens Buss
Sporting Charleroi ,Belgium,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),18,Bueno,Ken Nkuba
FC Sochaux-Montbéliard ,France,Defensa lateral (lateral derecha),21,Bueno,Romain Sans
Mjøndalen IF ,Norway,Defensa lateral|Mediocampista lateral,23,Bueno,Alexander B. Hansen
SG Sonnenhof Großaspach ,Germany,Defensa lateral|Mediocampista lateral,22,Bueno,Niklas Sommer
BK Häcken ,Iceland,Defensa lateral (lateral derecha),27,Bueno,Óskar Sverrisson
Valenciennes FC ,France,Mediocampista defensivo,24,Bueno,Mahame Siby
PEC Zwolle ,Netherlands,Defensa lateral,21,Bueno,Destan Bajselmani
Cork City ,Republic of Ireland,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),23,Bueno,Daire O'Connor
Vitesse ,Netherlands,Mediocampista ofensivo,19,Bueno,Richie Musaba
Lecce ,Colombia,Defensa central,21,Bueno,Brayan Vera
Neuchâtel Xamax FCS ,Switzerland,Lateral (lateral izquierdo)|Extremo|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),22,Bueno,Léo Seydoux
Tottenham Hotspur ,England,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),19,Bueno,Rodel Richards
Alianza Petrolera ,Colombia,Delantero,21,Bueno,Julián Zea
Club Atlético Talleres ,Argentina,Delantero,20,Bueno,Mauro Valiente
Bolton Wanderers ,France,Defensa central,22,Bueno,Yoan Zouma
Tottenham Hotspur ,England,Defensa central,18,Muy bueno,Malachi Fagan-Walcott
Tottenham Hotspur ,England,Delantero|Mediocampista lateral (Mediocampista derecho),18,Muy bueno,J'Neil Bennett
Charlton Athletic ,England,Mediocampista central,20,Bueno,Albie Morgan
CD Palestino ,Chile,Defensa lateral (lateral derecha),21,Bueno,Vicente Fernández
Al Wehda ,Saudi Arabia,Defensa central,21,Bueno,Hassan Tombakti
ADO Den Haag ,Netherlands,Defensa lateral|Mediocampista central,20,Bueno,Maarten Rieder
Club Atlético Tigre ,Argentina,Defensa lateral|Mediocampista lateral,21,Bueno,Franco Bustamante
Deportivo Toluca ,Mexico,Mediocampista central|Mediocampista ofensivo,20,Bueno,Giovanny León
Vegalta Sendai ,Japan,Delantero,20,Bueno,Hiroto Yamada
Cerezo Osaka ,Japan,Delantero|Mediocampista ofensivo|Delantero central,21,Bueno,Motohiko Nakajima
RKS Raków Czestochowa SA ,Poland,Defensa central|Mediocampista defensivo,20,Bueno,Daniel Mikolajewski
Örebro SK ,Brazil,Defensa central,24,Bueno,Fabio
Brentford ,Iceland,Portero,19,Bueno,Patrik Gunnarsson
Club Atlético Tigre ,Uruguay,Mediocampista defensivo|Mediocampista central,22,Bueno,Fabricio Domínguez
Club Atlas ,Mexico,Delantero,20,Bueno,Christopher Trejo
Wisla Kraków ,Poland,Defensa lateral (lateral derecha),22,Bueno,Mateusz Holownia
Chamois Niortais Football Club ,Cameroon,Defensa lateral (lateral derecha)|Defensa central,21,Bueno,Guy-Marcelin Kilama
VVV-Venlo ,Netherlands,Delantero|Extremo (Extremo derecho),19,Bueno,Yahcuroo Roemer
VVV-Venlo ,Netherlands,Mediocampista central,19,Bueno,Simon Janssen
Bristol Rovers ,England,Delantero,20,Bueno,James Daly
FK Austria Wien ,Austria,Mediocampista defensivo|Mediocampista central,19,Bueno,Niels Hahn
Monarcas Morelia ,Mexico,Defensa lateral,21,Bueno,Mario Trejo
GIF Sundsvall ,Spain,Defensa central,26,Bueno,Pol Moreno
Jaguares Fútbol Club ,Colombia,Defensa lateral (lateral derecha),21,Bueno,Juan Silgado
Unión La Calera ,Chile,Mediocampista central|Mediocampista ofensivo,21,Bueno,Fabricio Manzo
VVV-Venlo ,Netherlands,Mediocampista central,20,Bueno,Paul Wienhoven
Huddersfield Town ,England,Mediocampista central|Mediocampista ofensivo,19,Bueno,Matty Daly
FC Admira Wacker Mödling ,Austria,Mediocampista central|Mediocampista ofensivo,20,Bueno,Marco Kadlec
Gallos Blancos de Querétaro ,Mexico,Mediocampista lateral,20,Bueno,Antonio Nava
St. Mirren ,Scotland,Defensa lateral|Mediocampista lateral|Mediocampista central,21,Bueno,Cammy MacPherson
Montpellier Hérault SC ,France,Mediocampista defensivo,21,Bueno,Kylian Kaïboué
FC Nordsjælland ,Ghana,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),20,Bueno,Ibrahim Sadiq
FSV Zwickau ,Germany,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,20,Bueno,Marius Hauptmann
Lech Poznan ,Poland,Portero,27,Bueno,Karol Szymanski
ADO Den Haag ,Netherlands,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),20,Bueno,Yahya Boussakou
Borussia Dortmund ,France,Mediocampista central,18,Bueno,Kamal Bafounta
TSV 1860 München ,Germany,Delantero|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,20,Bueno,Noel Niemann
SV Meppen ,Germany,Portero,20,Bueno,Matthis Harsman
Zaglebie Lubin ,Poland,Delantero,22,Bueno,Olaf Nowak
Borussia Dortmund ,Germany,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,19,Bueno,Alaa Bakir
FSV Zwickau ,Germany,Delantero|Mediocampista lateral|Mediocampista ofensivo,23,Bueno,Janik Mäder
TSV 1860 München ,Germany,Defensa central,21,Bueno,Semi Belkahia
TSV 1860 München ,Germany,Defensa lateral (lateral derecha)|Mediocampista defensivo|Mediocampista central,30,Regular,Kristian Böhnlein
Holstein Kiel ,Germany,Portero,21,Bueno,Timon Weiner
Holstein Kiel ,Germany,Defensa central,21,Bueno,Tobias Fleckstein
Swindon Town ,Northern Ireland,Defensa central,20,Bueno,Daniel Ballard
FC Sion ,Brazil,Delantero,20,Bueno,Philippe
FC Thun ,Liechtenstein,Mediocampista lateral,24,Bueno,Dennis Salanovic
TSV 1860 München ,Germany,Mediocampista central|Mediocampista ofensivo,25,Bueno,Simon Seferings
AFC Bournemouth ,Republic of Ireland,Mediocampista central|Mediocampista ofensivo,20,Bueno,Gavin Kilkenny
Shamrock Rovers ,Republic of Ireland,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),19,Bueno,Brandon Kavanagh
FSV Zwickau ,Germany,Portero,21,Bueno,Matti Kamenz
Fortuna Sittard ,Netherlands,Portero,21,Bueno,Rowen Koot
Cheltenham Town ,England,Mediocampista central|Mediocampista ofensivo,20,Bueno,Max Sheaf
Manchester City ,Republic of Ireland,Portero,18,Muy bueno,Gavin Bazunu
ESTAC Troyes ,France,Defensa lateral|Defensa central,21,Bueno,Mahamadou Dembélé
Daegu FC ,Korea Republic,Defensa central,24,Bueno,Kim Tae Han
SV Werder Bremen ,Germany,Defensa central|Mediocampista defensivo,19,Bueno,Julian Rieckmann
Mansfield Town ,Republic of Ireland,Defensa lateral|Defensa central,20,Bueno,James Clarke
St. Patrick's Athletic ,England,Defensa central,20,Bueno,Oliver Younger
Motherwell ,Scotland,Defensa central,22,Bueno,Barry Maguire
Incheon United FC ,Korea Republic,Mediocampista central,22,Bueno,Kim Joon Beom
AJ Auxerre ,France,Delantero|Mediocampista lateral,19,Muy bueno,Yanis Begraoui
San Jose Earthquakes ,France,Defensa lateral,25,Bueno,Paul Marie
Guangzhou Evergrande Taobao FC ,China PR,Mediocampista lateral|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),24,Bueno,Zhong Yihao
Ettifaq FC ,Saudi Arabia,Defensa central,25,Bueno,Abdullah Al Khatib
Hallescher FC ,Germany,Defensa central,21,Bueno,Niklas Kastenhofer
Northampton Town ,England,Delantero,20,Bueno,Callum Morton
West Ham United ,England,Delantero,22,Bueno,Oladapo Afolayan
Chongqing Dangdai Lifan FC SWM Team ,China PR,Defensa central|Mediocampista defensivo,25,Bueno,Luo Hao
Nagoya Grampus ,Japan,Portero,25,Bueno,Tsubasa Shibuya
Livingston FC ,Northern Ireland,Defensa lateral (lateral derecha)|Defensa central,22,Bueno,Ciaron Brown
Odds BK ,Norway,Mediocampista central,18,Bueno,Joshua Kitolano
Chelsea ,England,Defensa central,19,Bueno,Jack Wakely
FC Lorient ,France,Portero,24,Bueno,Maxime Pattier
Hamilton Academical FC ,Greece,Delantero,25,Bueno,Marios Ogkmpoe
Fleetwood Town ,England,Mediocampista central,24,Bueno,Harrison Biggins
Ranheim Fotball ,Norway,Portero,24,Bueno,Magnus Lenes
Argentinos Juniors ,Argentina,Delantero,19,Bueno,Gastón Verón
Newcastle Jets ,Australia,Delantero|Mediocampista defensivo,20,Bueno,Angus Thurgate
Sarpsborg 08 FF ,Norway,Defensa central|Mediocampista central,21,Bueno,Gaute Vetti
Cúcuta Deportivo ,Colombia,Defensa lateral (lateral derecha),27,Bueno,Diego Sánchez
Hamburger SV ,England,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),19,Muy bueno,Xavier Amaechi
Ettifaq FC ,Saudi Arabia,Mediocampista defensivo,20,Bueno,Ibrahim Mahnashi
Scunthorpe United ,England,Mediocampista central,20,Bueno,Regan Slater
Slask Wroclaw ,Poland,Delantero,20,Bueno,Sebastian Bergier
Nîmes Olympique ,Morocco,Delantero,22,Bueno,Sami Ben Amar
West Ham United ,England,Defensa lateral|Defensa lateral (lateral derecha),20,Bueno,Ben Johnson
Oxford United ,England,Defensa central,22,Bueno,Rob Atkinson
Nîmes Olympique ,France,Delantero,22,Bueno,Lucas Buades
Bohemian FC ,Republic of Ireland,Defensa lateral (lateral derecha),22,Bueno,Paddy Kirk
Brentford ,Finland,Mediocampista defensivo|Mediocampista central,19,Bueno,Jaakko Oksanen
Patriotas Boyacá FC ,Colombia,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,22,Bueno,Cristian Barrios
Malmö FF ,Sweden,Defensa central,21,Bueno,Hugo Andersson
Melbourne Victory ,South Sudan,Delantero,27,Bueno,Kenny Athiu
Leicester City ,England,Defensa lateral (lateral derecha)|Defensa central,20,Bueno,Calvin Ughelumba
Port Vale ,England,Defensa lateral (lateral derecha)|Defensa central,22,Bueno,Adam Crookes
Southampton ,Norway,Mediocampista ofensivo|Extremo (Extremo derecho),19,Bueno,Kornelius Hansen
Bristol City ,England,Mediocampista central,21,Bueno,James Morton
Cerezo Osaka ,Japan,Portero,21,Bueno,Shu Mogi
F.C. Tokyo ,Japan,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,22,Bueno,Takuya Uchida
Independiente Medellín ,Colombia,Defensa lateral (lateral derecha)|Defensa central,22,Bueno,Jaime Giraldo
FC Admira Wacker Mödling ,Austria,Defensa central,21,Bueno,Pascal Petlach
1. FC Köln ,United States,Portero,21,Bueno,Brady Scott
CD Everton de Viña del Mar ,Chile,Defensa lateral|Mediocampista defensivo|Mediocampista central,22,Bueno,Benjamín Berríos
Crystal Palace ,England,Defensa lateral (lateral derecha),20,Bueno,Tyrick Mitchell
Östersunds FK ,England,Delantero,20,Bueno,Francis Jno-Baptiste
Bohemian FC ,Republic of Ireland,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),20,Bueno,Glen McAuley
Lincoln City ,Republic of Ireland,Mediocampista defensivo|Mediocampista central,20,Bueno,Conor Coventry
Pescara ,Uruguay,Defensa lateral (lateral derecha)|Defensa central,20,Bueno,Edgar Elizalde
Boca Juniors ,Argentina,Portero,23,Bueno,Javier Bustillos
Club Atlético Talleres ,Argentina,Lateral (lateral izquierdo)|Defensa lateral|Extremo (Extremo derecho),21,Bueno,Franco Malagueño
Rochdale ,England,Delantero,21,Bueno,Tyler Smith
Fulham ,England,Mediocampista central,19,Bueno,Matt O'Riley
FC Groningen ,Netherlands,Portero,21,Bueno,Jan Hoekstra
Damac FC ,Saudi Arabia,Defensa lateral (lateral derecha)|Extremo|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),30,Regular,Sami Kassar
Exeter City ,England,Defensa lateral (lateral derecha)|Extremo|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),19,Bueno,Jack Sparkes
VVV-Venlo ,Netherlands,Portero,20,Bueno,Bram Verbong
Lincoln City ,England,Mediocampista central,19,Bueno,Ellis Chapman
Östersunds FK ,Ghana,Delantero|Mediocampista lateral (Mediocampista derecho),21,Bueno,Frank Arhin
Real Salt Lake ,Argentina,Defensa lateral (lateral derecha),21,Bueno,Pablo Ruiz
Al Fayha ,Saudi Arabia,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),24,Bueno,Ahmed Ba Masoud
Fortuna Sittard ,Denmark,Delantero|Delantero central|Extremo (Extremo derecho),20,Bueno,Nikolai Frederiksen
Stevenage ,Guyana,Defensa lateral|Defensa central,22,Bueno,Terence Vancooten
Servette FC ,DR Congo,Portero,28,Bueno,Joël Kiassumbua
Racing Club de Lens ,Colombia,Delantero,20,Bueno,Jader Valencia
Shandong Luneng TaiShan FC ,China PR,Defensa lateral (lateral derecha),30,Regular,Song Long
Colchester United ,England,Defensa lateral (lateral derecha),21,Bueno,Ryan Clampin
Bristol City ,England,Delantero,21,Bueno,Freddie Hinds
AFC Bournemouth ,England,Defensa central,21,Bueno,Tyler Cordner
Derry City ,Northern Ireland,Defensa central,21,Bueno,Eoin Toal
Yeni Malatyaspor ,Turkey,Defensa lateral (lateral derecha)|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),27,Regular,Semih Beyaz
SG Dynamo Dresden ,Germany,Mediocampista central|Mediocampista ofensivo,21,Bueno,Justin Löwe
FC Würzburger Kickers ,Germany,Defensa lateral (lateral derecha)|Extremo|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),26,Bueno,Robert Herrmann
Lincoln City ,England,Defensa lateral (lateral derecha)|Defensa central,21,Bueno,Max Melbourne
Blackburn Rovers ,England,Defensa central|Mediocampista defensivo,21,Bueno,Joe Grayson
KAS Eupen ,Ghana,Portero,21,Bueno,Abdul Manaf Nurudeen
SV Meppen ,Germany,Portero,25,Bueno,Jeroen Gies
Huachipato FC ,Canada,Defensa lateral|Defensa lateral (lateral derecha),25,Bueno,Juan Córdova
Aberdeen ,Scotland,Mediocampista defensivo|Mediocampista central,19,Bueno,Dean Campbell
AS Nancy Lorraine ,France,Defensa central,23,Bueno,Ryan Bidounga
Al Wehda ,Saudi Arabia,Mediocampista defensivo|Mediocampista central,23,Bueno,Mishari Al Qahtani
Waterford FC ,England,Defensa lateral|Defensa central|Mediocampista defensivo,21,Bueno,Sam Bone
Leyton Orient ,England,Defensa lateral (lateral derecha)|Defensa central,21,Bueno,Dan Happe
Independiente Santa Fe ,Colombia,Mediocampista defensivo,22,Bueno,Carlos Polo
Ettifaq FC ,Saudi Arabia,Defensa lateral|Defensa central,25,Bueno,Saad Al Khayri
Sligo Rovers ,Republic of Ireland,Portero,20,Bueno,Edward McGinty
Deportivo Pasto ,Colombia,Defensa lateral|Defensa central,22,Bueno,Cristian Tovar
Blackpool ,England,Lateral (lateral izquierdo)|Defensa lateral|Extremo (Extremo derecho),21,Bueno,Teddy Howe
Atlético Bucaramanga ,Colombia,Defensa central,24,Bueno,Gustavo Chará
FK Bodø/Glimt ,Iceland,Defensa lateral,22,Bueno,Alfons Sampsted
Scunthorpe United ,England,Mediocampista defensivo|Mediocampista central,21,Bueno,Ben Liddle
Grenoble Foot 38 ,Comoros,Defensa lateral (lateral derecha),22,Bueno,Abdel Hakim Abdallah
D.C. United ,United States,Defensa lateral|Defensa lateral (lateral derecha),25,Bueno,Chris Odoi-Atsem
Morecambe ,England,Defensa central|Mediocampista defensivo|Mediocampista central,23,Bueno,Tom Brewitt
Servette FC ,France,Defensa lateral (lateral derecha),23,Bueno,Yoan Severin
Livingston FC ,England,Portero,20,Bueno,Ryan Schofield
Jeju United FC ,Korea Republic,Defensa lateral|Mediocampista lateral,26,Bueno,Park Won Jae
Colo-Colo ,Chile,Mediocampista central|Mediocampista ofensivo,20,Bueno,Branco Provoste
Newport County ,England,Delantero,21,Bueno,Tristan Abrahams
Kristiansund BK ,Norway,Defensa lateral (lateral derecha),29,Regular,Erlend Sivertsen
Abha Club ,Saudi Arabia,Mediocampista defensivo|Mediocampista central,25,Bueno,Ahmad Al Najai
Malmö FF ,Sweden,Mediocampista central|Mediocampista ofensivo,20,Bueno,Pavle Vagic
Carlisle United ,England,Delantero,22,Bueno,Ryan Loft
Burton Albion ,England,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,21,Bueno,Joe Sbarra
Bohemian FC ,Republic of Ireland,Mediocampista defensivo|Mediocampista central,22,Bueno,Jonathan Lunney
Walsall ,Republic of Ireland,Defensa lateral (lateral derecha),21,Bueno,Callum Cockerill-Mollett
Millwall ,England,Lateral (lateral izquierdo)|Defensa lateral|Extremo (Extremo derecho),22,Bueno,James Brown
Bohemian FC ,Republic of Ireland,Mediocampista defensivo,22,Bueno,Conor Levingston
Al Ittihad ,Saudi Arabia,Delantero|Mediocampista lateral,24,Bueno,Abdulaziz Al Aryani
Galatasaray SK ,Turkey,Mediocampista defensivo,21,Bueno,Gökay Güney
SG Sonnenhof Großaspach ,Croatia,Defensa lateral (lateral derecha),22,Bueno,Marin Šverko
Swindon Town ,England,Defensa lateral,22,Bueno,Tyler Reid
Monterrey ,Mexico,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),21,Bueno,Daniel Parra
Molde FK ,Norway,Defensa lateral (lateral derecha)|Defensa central,22,Bueno,Martin Ove Roseth
Al Ittihad ,Saudi Arabia,Defensa lateral|Defensa lateral (lateral derecha)|Mediocampista defensivo,24,Bueno,Tareq Abdullah
Al Hazem ,Saudi Arabia,Defensa central,26,Bueno,Ahmed Al Shamrani
Cambridge United ,England,Delantero,22,Bueno,Sam Smith
Alianza Petrolera ,Colombia,Mediocampista lateral (Mediocampista derecho),22,Bueno,Andrés Sarmiento
St. Johnstone FC ,Scotland,Defensa lateral|Defensa central,21,Bueno,Wallace Duffy
Grimsby Town ,England,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),22,Bueno,Max Wright
FC Würzburger Kickers ,Germany,Portero,23,Bueno,Leon Bätge
Grimsby Town ,Wales,Mediocampista defensivo|Mediocampista central,22,Bueno,Harry Clifton
Crawley Town ,England,Defensa lateral|Extremo|Extremo (Extremo izquierdo),21,Bueno,David Sesay
FK Haugesund ,Norway,Mediocampista central|Extremo (Extremo izquierdo),20,Bueno,Kevin Martin Krygård
Rionegro Águilas ,Colombia,Defensa lateral,23,Bueno,Mateo Puerta
Sangju Sangmu FC ,Korea Republic,Defensa central,27,Bueno,Park Byung Hyun
AFC Bournemouth ,England,Defensa central,21,Bueno,Corey Jordan
Walsall ,England,Defensa central|Mediocampista defensivo,22,Bueno,Nathan Sheron
Swindon Town ,England,Defensa lateral|Defensa central,21,Bueno,Rarmani Edmonds-Green
Swansea City ,Wales,Delantero,21,Bueno,Liam Cullen
Newcastle Jets ,Australia,Defensa lateral (lateral derecha),23,Bueno,Connor O'Toole
Central Coast Mariners ,Australia,Defensa central,22,Bueno,Kye Rowles
Mansfield Town ,Wales,Mediocampista defensivo|Mediocampista central,22,Bueno,Jack Evans
SCR Altach ,Austria,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,20,Bueno,Daniel Nussbaumer
