Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,shadows; city; warriors,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,grey; steps; anastasia,Fifty Shades of Grey
Action,en,2021-11-15,6.6,brutal; trafficking; lured,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,longing; meets; magic,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,tiger; sloth; human,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,smack; outcast; us,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,named; obsessive; cowboy,Toy Story 2
Action,en,2021-08-18,6.8,vows; bring; protecting,Sweet Girl
Thriller,fr,2021-08-18,7.5,else; anywhere; working,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,moves; named; prescott's,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,wife; elite; seal,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,bid; horcruxes; harry,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,go; freedomfighting; unhinged,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,stop; rookie; survivor,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,seemingly; coldblooded; befriend,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,earth; refuge; prove,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,royal; oneofakind; make,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,passage; true; crosses,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,personal; gives; parisian,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,countless; guys; heists,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,venom; protect; powerful,Venom
"Action, Comedy",fr,2021-07-30,6.8,service; france; comes,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,race; compete; road,Cars 2
Documentary,en,2022-02-09,7.4,crashes; profit; within,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,enjoy; palate; sewer,Ratatouille
Animation,en,2021-12-02,7.2,everybody; star; secret,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,destruction; saiyan; alerts,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,confront; doctor; mindbending,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,enough; sleuth; pictureperfect,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,ultimate; zone; vegas,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,10yearold; max; couple,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,four; wait; american,Carriers
"Action, Drama",en,2016-08-01,7.0,question; wife; fourth,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,proper; world's; wilson,2012
Romance,en,2021-07-06,3.3,look; married; lead,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,theater; drum; competition,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,keep; order; fate,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,zombies; korean; battle,Peninsula
Comedy,en,2015-06-25,6.3,person; prove; want,Ted 2
Drama,ja,1985-01-15,5.9,sexual; harrassment; men,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,end; confront; comes,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,million; leader; ago,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,james; ford; ford,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,earth; come; dead,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,diner; humankind; god,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,mai; makinohara; second,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,come; risks; seem,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,universe; defeated; beerus,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,hoof; ponies; determined,My Little Pony: A New Generation
Action,en,2021-01-08,6.3,hero; forces; clock,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,grandfather; mission; anderson,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,–; relationship; relentless,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,discovery; king; leads,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,boy's; deadpool; powerful,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,closest; crime; those,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,he's; stick; successful,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,reluctantly; autocratic; capitol,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,coma; wounded; space,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,warren; themselves; caught,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,faced; couple; realworld,Sweet & Sour
Drama,es,2021-11-12,4.0,entire; 1816; futile,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,operatives; 'specialist; path,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,sends; habitats; strain,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,persuaded; investigate; go,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,shores; bright; excusive,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,organizes; teen; visited,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,management; bouncer; anger,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,olaf; previously; innocent,Once Upon a Snowman
Crime,es,2021-10-08,6.9,introverted; delinquents; student,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,outworld; invaded; mortal,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,hostages; militants; former,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,stability; ending; unfamiliar,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,celebrated; forces; race,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,working; indestructible; ticker,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,hands; along; bilbo,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,li; herself; imperial,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,learns; forced; thor,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,jilt; three; leads,Sex and the City
Thriller,en,2021-07-30,6.4,family's; steal; priceless,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,characters; very; princess,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,sex; oscillating; how,More the Merrier
Horror,es,2021-05-05,6.2,secrets; knowing; death,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,busan; express; off,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,eternal; kristoff; sister,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,known; minato; village,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,commits; targets; subconscious,Inception
"Crime, Thriller",en,2021-02-27,8.1,teen; blow; imprisons,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,forces; deported; editor,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,small; captured; horde,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,cinderella; slipper; spell,Cinderella
Horror,es,2021-10-21,7.0,control; make; no,El amarre
Comedy,en,2009-06-02,7.3,can't; knot; –,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,tour; wins; candy,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,eruption; remaining; prevent,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,associate; killers; battle,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,opportunity; caring; problem:,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,room; or; called,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,vampire; bella; fatal,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,global; agency's; genius,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,prison; society; violent,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,invading; untested; face,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,fly; patrol; stop,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,later; bukater; last,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,thirteen; dwarves; baggins,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,single; travel; plagued,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,portray; couple; parallel,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,task; innocence; treason,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,predators; live—and; creatures,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,circulating; place”; social,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,criminal; richard; farreaching,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,jill; sleep; hold,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,call; alarming; comeback,Dhamaka
Drama,en,1999-10-15,8.4,slippery; tickingtimebomb; until,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,destiny; pride; mufasa,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,realities; dreams; discovers,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,maintenance; friendship; maturity,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,others; worse; gamble,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,pedro; party; everything,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,set; stray; hidden,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,disrupts; mother; act,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,challenged; king; mantle,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,late?; behaviour; ishida,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,adventurous; sharks; bring,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,exact; particular; pursued,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,sauron's; gondor; kings,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,psychopathic; chainsawwielding; killer,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,vivo; destiny; embarks,Vivo
"Animation, Action",en,2020-10-13,7.2,strikes; again; comic,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,freshman; freelance; every,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,it's; adjuster; given,The Incredibles
Comedy,en,2021-03-04,6.6,wish; set; set,Coming 2 America
Comedy,fr,2021-09-15,6.3,teenagers; work; teach,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,evil; armor; weaponized,Iron Man
Thriller,en,2021-08-16,6.1,killed; hope; dream,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,six; played; series,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,freeze; gotham; issues,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,passion; lincoln's; killed,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,nublar; john; twentytwo,Jurassic World
Documentary,en,2017-03-28,5.5,however; reality; current,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,allies; vowed; yet:,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,known; castle; jōnin,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,secret; lakeside; anything,The Trip
Comedy,en,2010-06-24,6.3,five; away; former,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,following; old; satan,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,hope; survival; ghost,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,sid; changing; sabertoothed,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,brother; came; hands,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,forest; child; never,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,gang; others; ways,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,who's; flynn's; rider,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,retribution; mandarin; terrorist,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,fire; enslaving; follows,The Last Airbender
"Western, Action",en,2021-09-10,5.8,forms; mission; deputy,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,gang; return; dangerous,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,entice; hopes; circle,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,royalty; descendants; scotland,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,force; job; starts,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,asks; sperm; connects,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,centuries; force; teen,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,act; consisting; catastrophic,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,problems; –; day,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,compete; dies; creator,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,loyalty; truest; divided,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,meanwhile; ultimate; throwing,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,themselves; teenagers; funny,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,immigrant; forced; herself,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,limitations; make; explorers,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,bruce; city; wayne,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,pocketsize; intelligent; (pokémon),Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,past; victims; forms,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,land; plunged; children,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,age; james; same,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,belle; belle; prince,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,distant; epic; modernday,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,foster; sacrifice; withstand,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,needs; fighter; she's,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,epa; town's; springfield,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,trail; shadowy; hit,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,dark; hideout; upended,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,beyond; vanished; push,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,it's; how; bumpy,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,miami; drug; marcus,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,uncover; natures; women,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,plot; john; unknown,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,search; members; awaits,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,unemployed; glamorous; interest,Parasite
"Crime, Drama",en,2021-09-22,6.7,start; anthony; moltisanti,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,espionage; old; reunites,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,8year; wilderness; globe,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,decides; plea; hands,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,american; skilled; martial,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,solve; groups; history,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,stole; joins; quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,it’s; work; journey,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,planet; predators; alien,Predators
"Thriller, Crime",en,2021-02-19,6.5,wood; introduces; opal,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,lead; what's; alien,Skylines
"Horror, Thriller",en,2022-03-03,7.0,steve; charming; noa,Fresh
Documentary,it,2016-06-24,5.5,demanding; happy; struggle,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,inside; discover; form,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,esteemed; banks; ezekiel,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,place; statesman; work,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,plot; ‘soul’; enlisting,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,shaw; comatose; seeks,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,together; unravel; newfound,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,played; gang; nefarious,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,confinement; haunted; placed,Caged
"Thriller, Action, Crime, Drama",en,2020-09-03,6.5,honest; tries; falling,Honest Thief
"Science Fiction, Action",en,2011-03-08,5.7,ufos; attacking; once,Battle: Los Angeles
